"puesto","empresa","nivel","area","fecha","detalle","dpto","fecha_scraping"
"COLORISTA","","Técnico / Especialista","Servicios - Oficios","Hace 3 semanas "," Que sepa corte y brushing y maquillaje, con experiencia y flexibilidad en el horario.","montevideo",2018-12-11 20:23:07
"AYUDANTE DE CONFITERO/PANADERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Ayudante de confitero/panadero","montevideo",2018-12-11 20:23:07
"BARBERO","","Técnico / Especialista","Servicios - Oficios","Hace 3 semanas "," Excelente presencia y con experiencia para barberia en Ciudad de la Costa. Adjuntar C.V con foto.","montevideo",2018-12-11 20:23:07
"ASISTENTE DE COCINA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Experiencia: 2 años. full time.  Disponibilidad horaria.  Adjuntar C.V con foto.","montevideo",2018-12-11 20:23:07
"REFERENTE DE TURNO","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 3 semanas ","Masculino, preferentemente retirado militar con buena presencia, ágil, disponibilidad horaria y ganas de trabajar, para cumplir tareas de Referente de Turn ...","montevideo",2018-12-11 20:23:07
"ADMINISTRATIVO","Los Dominguez","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Administrativas, ingreso de facturas, control de stock, planillas diarias, Documentación en general. Lleva las tareas asignadas al día.","montevideo",2018-12-11 20:23:07
"PINTOR PREPARADOR AUTOS","","Oficial","Servicios - Oficios","Hace 2 semanas ","INICIAR Y TERMINAR EL PROCESO DE PREPARACION DE UN VEHICULO PARA SU PINTURA MEDIA,ALTA","montevideo",2018-12-11 20:23:07
"TAROTISTA, VIDENTE","","Técnico / Especialista","Servicios - Oficios","Hace 2 semanas "," Para trabajar en empresa española de Tarot. Con buenos conocimientos esotericos. Se necesita telefono fijo y seriedad. Muchas llamadas.","montevideo",2018-12-11 20:23:07
"TECNICO COMERCIAL","Mecalux Uruguay","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Mecalux Uruguay estamos buscando asesor con marcado perfil comercial, fuerte orientación a objetivos, buen nivel de comunicación y facilidad de aprendizaje ...","montevideo",2018-12-11 20:23:07
"VETERINARIO","","Profesional","Agroindustria","Hace 3 semanas "," O Estudiante avanado para clinica","montevideo",2018-12-11 20:23:07
"CAJERA PARA HORARIO DE 15:00 A 23:00 HRS.","","Auxiliar","Ventas - Comercial","Hace 3 semanas "," CAJERA para cubrir horario de 15:00 a 23:00 hrs. Mayor de 24 años. Enviar C.V con FOTO","montevideo",2018-12-11 20:23:07
"PISTERO PARA ESTACION DE SERVICIO","","Auxiliar","Atención al cliente","Hace 3 semanas "," PISTERO para Estación de Servicio. Enviar CV con foto a:","montevideo",2018-12-11 20:23:07
"CHOFER","","Peon","Servicios - Oficios","Hace 3 semanas "," Repartidor con referencias ","montevideo",2018-12-11 20:23:07
"AUXILIAR DE DEPOSITO","","Auxiliar","Logística - Distribución","Hace 3 semanas "," AUXILIAR de deposito para empresa automotriz con conocimiento de c omputacion y libreta de conducir de  lunes a viernes de 8 a 18 hrs","montevideo",2018-12-11 20:23:07
"DOCENTE DE FRANCÉS","C&B INSTITUTE","Profesional","Educación - Recreación - Deportes","Hace 3 semanas ","Dictar clases de frances Dictar clases de frances","montevideo",2018-12-11 20:23:07
"ENCARGADA","","Supervisor / Encargado","Ventas - Comercial","Hace 3 semanas "," Para Residencial de 3° edad con buena presencia  Entre 25 y 55 años Con experiencia y referencias comprobables Al postularse adjuntar foto","montevideo",2018-12-11 20:23:07
"CHOFER","","Peon","Servicios - Oficios","Hace 3 semanas "," CHOFER libreta categoria B para reparto de almacen por mayor.","montevideo",2018-12-11 20:23:07
"BACHERO/A","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," entre 18 a 35 años. Para trabajar de Lunes a Viernes de 9 a 18 hs $25.000.","montevideo",2018-12-11 20:23:07
"VENDEDORA PARA LOCAL EN SHOPPING","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Marca líder en el sector de ropa interior selecciona vendedora para trabajar en local en Shopping Tres Cruces. Buscamos personas con marcado perfil comerci ...","montevideo",2018-12-11 20:23:07
"MODELO","","Otros","Marketing - Publicidad","Hace 3 semanas "," MODELOS comerciales TV bebés niños adultos pago U$S. Productorade modelos pubicitarios","montevideo",2018-12-11 20:23:07
"AMA DE CASA Y NIÑERA","","Auxiliar","Servicios - Oficios","Hace 3 semanas "," Para zona del Prado De lunes a viernes 6 horas por día","montevideo",2018-12-11 20:23:07
"VENDEDORAS","","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas "," Panaderia, pasteleria Dirigido solo estudiantes de 18 a 22 años 5 horas de trabajo Horario de 16:00 a 21:00 horas Libre jueves","montevideo",2018-12-11 20:23:07
"ACOMPAÑANTES","","Auxiliar","Salud","Hace 3 semanas "," ACOMPAÑANTES (10) Sexo femenino ( Excluyente), para Sanatorio. Amplia disponibilidad horaria, con experiencia excelente presencia y vocación de  servicio ...","montevideo",2018-12-11 20:23:07
"RECEPCIONISTA","MAZARS","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Seleccionamos para reconocida empresa internacional, Recepcionista.  La función del cargo consiste en recepcionar las personas que llegan a la empresa, rea ...","montevideo",2018-12-11 20:23:07
"VENDEDOR BIJOUTERIE","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Nos encontramos en la búsqueda de una persona responsable, con ganas de trabajar y experiencia en el rubro ventas, especialmente en el área bijou. Horario  ...","montevideo",2018-12-11 20:23:07
"CHOFER DE TAXI","","Peon","Servicios - Oficios","Hace 3 semanas "," Libreta cat. E de Mvdeo.  Experiencia en manejo para ambos turnos.  Mayor 35 años Viva en Mvdeo.","montevideo",2018-12-11 20:23:07
"CHOFER","S & U  Consultores","Peon","Servicios - Oficios","Hace 2 semanas ","CHOFER PROFESIONAL  para empresa de servicios. Edad 25 a 45 años. Buena presencia. Libreta categoría ""E"" emitida por la Intendencia de Montevideo (requisit ...","montevideo",2018-12-11 20:23:07
"LUSTRADOR","","Oficial","Servicios - Oficios","Hace 2 semanas "," Para carpintería laqueados PU y lustres. con experiencia.","montevideo",2018-12-11 20:23:07
"OFICIAL MEDIO OFICIAL","","Medio Oficial","Producción","Hace 2 semanas "," OFICIAL y medio oficial carpintero en aluminio","montevideo",2018-12-11 20:23:07
"OFICIAL CARPINTERO","","Oficial","Producción","Hace 2 semanas "," Para obra blanca con referencias.","montevideo",2018-12-11 20:23:07
"REPARTIDOR","","Auxiliar","Cadetería - Cobranzas","Hace 2 semanas ","  que viva en la zona de Progreso o Las piedras, con experiencia en reparto en Montevideo,  conocimientos de calles y libreta profesional.","montevideo",2018-12-11 20:23:07
"ENCARGADO","","Supervisor / Encargado","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," ENCARGADO con experiencia y referencias,","montevideo",2018-12-11 20:23:07
"OPERARIO","","Peon","Producción","Hace 2 semanas "," Torneria mecanica necesita operario con experiencia para trabajos variados con practica en torno  fresadora banco y ajuste","montevideo",2018-12-11 20:23:07
"CORTADOR","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," Con conocimiento de parrilla","montevideo",2018-12-11 20:23:07
"OPERADOR COMERCIAL","","Técnico / Especialista","Marketing - Publicidad","Hace 2 semanas "," Importante empresa de plaza selecciona: operador comercial con conocimientos de diseño gráfico y marketing, requisitos estudios de nivel terciarios ingles ...","montevideo",2018-12-11 20:23:07
"VENDEDORA","Helados artesanales la chicharra","Auxiliar","Atención al cliente","Hace 2 semanas ","Atención al público al mostrador y realizar tareas en la Plata de producción Ser puntal en el horario , responsable , dinámica y con ganas de trabajar","montevideo",2018-12-11 20:23:07
"CHOFER PARA TAXI","","Peon","Servicios - Oficios","Hace 2 semanas "," Montevideo, libreta E, ambos sexos, con o sin experiencia.","montevideo",2018-12-11 20:23:07
"COCINERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," OCINERA/O con experiencia  en salones de fiestas, trabajo eventual para viernes y sábados de 17 a 1 o 18 a 02,","montevideo",2018-12-11 20:23:07
"AUXILIAR CONTABLE","","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 2 semanas "," Por suplencia maternal Registros contables, manejo de caja diaria, y atención al público. ","montevideo",2018-12-11 20:23:07
"DELIVERY CON MOTO","Cadeteria JAIRO","Auxiliar","Cadetería - Cobranzas","Hace 2 semanas ","Se necesita delivery con moto en buen estado, buena presencia, conocimiento de calles, Para Zona Buceo, Blanqueada, Malvin, turno noche. Indispensable cump ...","montevideo",2018-12-11 20:23:07
"AYUDANTE DE COCINA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," para pizzeria en el Prado  al postularse adjuntar foto ","montevideo",2018-12-11 20:23:07
"MOZA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," para pizzeria en el Prado.","montevideo",2018-12-11 20:23:07
"OFICIAL PINTOR","","Oficial","Servicios - Oficios","Hace 2 semanas "," OFICIAL pintor automotriz finalista con experiencia y referencias.","montevideo",2018-12-11 20:23:07
"VENTAS, ADMINISTRACION Y EXPEDICION EN LOCAL COMERCIAL DE PUNTA DEL ESTE","Importante empresa","Auxiliar","Ventas - Comercial","Hace 2 semanas ","Atencion a clientes de forma telefonica y presencial Asesoraramiento sobre los productos ofrecidos Cierre de ventas , cobranza Despacho de mercaderia Puntu ...","montevideo",2018-12-11 20:23:07
"ESCRIBANO","","Profesional","Legal","Hace 2 semanas "," para automotora part time","montevideo",2018-12-11 20:23:07
"VIGILANTES - ZONA CENTRO, MONTEVIDEO.","LINCE SRL","Auxiliar","Seguridad - Vigilancia","Hace 2 semanas ","LINCE S.R.L - Empresa de Seguridad y Vigilancia - selecciona: VIGILANTES SIN ARMA para diferentes puestos en zona Centro-Montevideo. Requisitos: Tener ent ...","montevideo",2018-12-11 20:23:07
"AYUDANTE DE COCINA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Hotel de 3 estrellas de cadena Internacional, solicita ayudante de cocina de 8hs.  •	Lavar y arreglar la vajilla de la cocina según las normas de higiene. ...","montevideo",2018-12-11 20:23:07
"SANDWICHERO/A","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," Con experiencia.","montevideo",2018-12-11 20:23:07
"ABOGADO","","Profesional","Legal","Hace 2 semanas "," ABOGADO","montevideo",2018-12-11 20:23:07
"COORDINADOR","","Supervisor / Encargado","Ventas - Comercial","Hace 2 semanas "," Para Equipo de Ventas en vía pública.  Se requiere, secundaria completa, operador PC, experiencia en ventas y vehículo.","montevideo",2018-12-11 20:23:07
"ADMINISTRATIVA","","Auxiliar","Administración - Secretariado","Hace 2 semanas "," Edad 25 a 45 años, con formacion en administracion, dominio de office, resida en Montevideo . lunes a viernes 6 horas sabado 4 horas.","montevideo",2018-12-11 20:23:07
"ADMINISTRACIÓN","Metro Seguridad","Auxiliar","Administración - Secretariado","Hace 2 semanas ","Auxiliar administrativo para atención telefónica, gestión de cobranzas, planillas de excel, facturación entre otras tareas. La persona seleccionada será en ...","montevideo",2018-12-11 20:23:07
"CHOFER DE TAXI","","Peon","Servicios - Oficios","Hace 2 semanas ","tiene minimo 2 años en el gremio e impecables antecedentes en Radio y FAR y quiere trabajar solo en buen coche si Ud. es muy trabajador y buen recaudador,  ...","montevideo",2018-12-11 20:23:07
"VENDEDORAS","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," a consignación sin inversión. importación directa.  Ropa colección 2018 / 2019, dama, hombre y niño.","montevideo",2018-12-11 20:23:07
"ADMINISTRATIVO CONTABLE","","Asistente","Finanzas - Contabilidad - Auditoria","Hace 2 semanas "," y atención al cliente, estudiante y/o egresado de UTU, EDA o CCEE Experiencia 2 años Ingreso inmediato Al postularse adjuntar foto.","montevideo",2018-12-11 20:23:07
"VENDEDOR/A","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," Con experiencia en fotocopias.","montevideo",2018-12-11 20:23:07
"ENCARGADO DE TALLER","","Supervisor / Encargado","Producción","Hace 2 semanas "," Chapa y pintura de alta gama con conocimiento administrativo, tasaciones de siniestro y manejo de personal Experiencia 4 años Excelente salario, ingres ...","montevideo",2018-12-11 20:23:07
"AUXILIAR CONTABLE ADMINISTRATIVA","LVAC","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 2 semanas ","Auxiliar Contable Administrativa para Consultora Excluyente experiencia en Estudios Contables o Consultoras. Experiencia en registraciones contables, aten ...","montevideo",2018-12-11 20:23:07
"CAJERAS","","Auxiliar","Ventas - Comercial","Hace 2 semanas "," Para super, excelente presencia, buen sueldo.","montevideo",2018-12-11 20:23:07
"VENDEDOR/A","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Venta y atención al público. Se valorará conocimientos de inglés y portugués. Inherentes al cargo.","montevideo",2018-12-11 20:23:07
"T","","Auxiliar","Producción","Hace 2 semanas "," TECNICO electromecanico, con experiencia y referencias.","montevideo",2018-12-11 20:23:07
"IDONEA/O EN FARMACIA","","Técnico / Especialista","Salud","Hace 2 semanas "," en Ciudad de la Costa.","montevideo",2018-12-11 20:23:07
"IDONEA/O PARA FARMACIA","","Técnico / Especialista","Salud","Hace 2 semanas "," en Hipodromo","montevideo",2018-12-11 20:23:07
"CAJERAS/OS","","Auxiliar","Ventas - Comercial","Hace 2 semanas "," Para supermercado. Enviar C.V con foto y Referencia Caja.","montevideo",2018-12-11 20:23:07
"CHOFER DE TAXI","SIN NOMBRE","Peon","Servicios - Oficios","Hace 2 semanas ","CHOFER DE TAXI. 1 PUESTO PARA TURNO DIURNO DE 3 A 15 HS Y 1 PUESTO PARA TURNO NOCTURNO DE 15 A 3 HS. RELEVO PUERTA A PUERTA. LIBRETA CAT. E. CHOFER DE TAXI ...","montevideo",2018-12-11 20:23:07
"SEÑORA PARA CUIDADO DE DOS NIÑOS Y TAREAS VARIAS","","Auxiliar","Servicios - Oficios","Hace 2 semanas "," SEÑORA para cuidado de dos niños y tareas varias, excluyente residir en zona Costa de Oro. Enviar CV ","montevideo",2018-12-11 20:23:07
"CHOFER PARA TAXI","","Peon","Servicios - Oficios","Hace 2 semanas "," Preferentemente femenino para Montenvideo. Libreta profesional vigente.","montevideo",2018-12-11 20:23:07
"BOLETERO","","Auxiliar","Servicios - Oficios","Hace 2 semanas "," BOLTERO","montevideo",2018-12-11 20:23:07
"JARDINERO","","Técnico / Especialista","Servicios - Oficios","Hace 2 semanas "," O ayudante se valora experiencia y referencias.  ","montevideo",2018-12-11 20:23:07
"AYUDANTE DE CONFITERIA","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," con experiencia.","montevideo",2018-12-11 20:23:07
"CADETE","","Auxiliar","Cadetería - Cobranzas","Hace 2 semanas "," CADETE con moto para Pizzería, zona Malvin. Buen sueldo y excelente propina, horario nocturno","montevideo",2018-12-11 20:23:07
"AUXILIAR ADMINISTRATIVO MASCULINO","","Auxiliar","Administración - Secretariado","Hace 2 semanas ","Requisitos: 18 a 45 años 1 año de experiencia Comercio Mayorista solicita: Auxiliar Administrativo masculino    ","montevideo",2018-12-11 20:23:07
"OFICIAL PINTOR AUTOMOTRIZ","","Oficial","Producción","Hace 2 semanas "," Excluyente con experiencia en pintura de autos.","montevideo",2018-12-11 20:23:07
"CAJERA PARA SUPER","","Auxiliar","Cadetería - Cobranzas","Hace 2 semanas "," En barrio Bella Italia Preferentemente con curso aprobado de INEFOP Horario de 15:00 a 23:00 horas Al postularse adjuntar fotocopia de CI","montevideo",2018-12-11 20:23:07
"CHOFER","","Peon","Servicios - Oficios","Hace 2 semanas "," CHOFER de UBER","montevideo",2018-12-11 20:23:07
"LIMPIADORA","","Auxiliar","Servicios - Oficios","Hace 2 semanas "," Para Super  Zona Piedras Blancas Horario de 15:00 a 23:00 horas Al postularse adjuntar fotocopia de CI","montevideo",2018-12-11 20:23:07
"ANALISTA PARA ASISTENCIA FUNCIONAL SOFTWARE","","Analista","Tecnologías de la información","Hace 2 semanas ","Soporte Funcional Software - Productos AyP soft Consultoria de Aplicaciones y Procesos Capacitación a Clientes Configuracion de Nuevos Proyectos Documentac ...","montevideo",2018-12-11 20:23:07
"VENDEDOR INDEPENDIENTE","Susana Scherz","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Trabajar de forma independiente con su cartera de clientes y con cartera que se le suministrará.  Horario a convenir Cumplir con los objetivos de ventas me ...","montevideo",2018-12-11 20:23:07
"GESTOR","","Asistente","Cadetería - Cobranzas","Hace 2 semanas "," Para obras de construcción. inscripción y gestión de obras de construcción an tes BPS, MTSS, administración de personal altas y bajas en  obra e industr ...","montevideo",2018-12-11 20:23:07
