"puesto","empresa","nivel","area","fecha","detalle","fecha_scraping"
"RESPONSABLE DE OBRA","ejd costructora","Profesional","Construcción - Arquitectura","Hace 2 semanas ","responsable de obra y de proyectos estamos en la busqueda de arquitectos con ganas de progresar y crecer a nivel profecional y economico . con muchas oport ...",2018-11-24 01:28:53
"ASISTENTE SOCIAL","","Asistente","Educación - Recreación - Deportes","Hace 2 semanas "," ASISTENTE social con experiencia  integra Asociación Civil por 30 hrs.  semanales. (Ciudad del Plata).",2018-11-24 01:28:53
"GUARDIA DE SEGURIDAD PARA PANDO","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 2 semanas ","Guardia de seguridad en Barrio Privado de la Zona Requisitos Excluyentes: Masculino de 20 a 60 años Libreta de Moto Disponibilidad Horaria para turnos Rot ...",2018-11-24 01:28:53
"BRUSHINISTA/ CORTADOR/ COLORISTA","","Auxiliar","Servicios - Oficios","Hace 2 semanas "," Buena remuneración 44 horas semanales Salón Redken con manejo en la línea.",2018-11-24 01:28:53
"CHOFER DE TAXI","","Peon","Servicios - Oficios","Hace 2 semanas "," con experiencia, ambos turnos.  Excelente ambiente",2018-11-24 01:28:53
"BRUSHINISTAS/ MANICURA","","Auxiliar","Servicios - Oficios","Hace 2 semanas ","  Buena remuneración 44 horas semanales Salón Redken con manejo en la línea",2018-11-24 01:28:53
"PLANCHERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," con amplia experiencia con conocimientos de elaboracion.  Selecciona La Pasiva",2018-11-24 01:28:53
"SYNGENTA: COSTING ANALYST","ADVICE","Analista","Finanzas - Contabilidad - Auditoria","Hace 2 semanas ","Requirements: Public Accountants (CPA) or Business Administration advanced students or Graduated. At least 2 years of experience in similar positions at Sh ...",2018-11-24 01:28:53
"CHAPISTA","","Técnico / Especialista","Producción","Hace 2 semanas "," Con experiencia y referencias.",2018-11-24 01:28:53
"BRUSHINISTA","","Auxiliar","Servicios - Oficios","Hace 2 semanas "," Sepa manos pies y depilación Con experiencia para medio horario.",2018-11-24 01:28:53
"CAJERO/A","","Auxiliar","Ventas - Comercial","Hace 2 semanas "," Con experiencia para local cobranzas en La Paz- La Piedras, preferentemente resida en la zona.",2018-11-24 01:28:53
"TECNICO PROGRAMADOR","","Analista","Tecnologías de la información","Hace 2 semanas "," Con conocimientos de memory y diseño web, capaz de mantener una pagina y modificarla.",2018-11-24 01:28:53
"AYUDANTE DE ARQUITECTO","","Asistente","Construcción - Arquitectura","Hace 2 semanas "," Para Montevideo.",2018-11-24 01:28:53
"ADMINISTRATIVO/A - VENDEDOR","","Auxiliar","Administración - Secretariado","Hace 2 semanas "," Con experiencia en estacion de servicio, con conocimientos en filtros, lamparas, bujias, correas, accesorios.  Para zona Las Piedras.  Adjuntar C.V con  ...",2018-11-24 01:28:53
"AUXILIAR ESTUDIO CONTABLE","Asesoria Contable","Auxiliar","Administración - Secretariado","Hace 2 semanas ","Liquidacion de sueldos IyC y construcción  Confeccion de nominas Secretaria Liquidacion de sueldos",2018-11-24 01:28:53
"VENDEDORA","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," Para perfumería zona Piedras Blancas,horario cortado lun a sab.",2018-11-24 01:28:53
"COCINERO/A","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," Mayor de 30 años, con experiencia min de 5 años comprobables, dinámico y  creativo selecciona La Pasiva.",2018-11-24 01:28:53
"MAESTRO","","Profesional","Educación - Recreación - Deportes","Hace 2 semanas "," Maestro 2019 para colegio en Solymar",2018-11-24 01:28:53
"OFICIALES Y MEDIOS","STI soluciones tecnicas integrales","Técnico / Especialista","Construcción - Arquitectura","Hace 2 semanas ","nos encontramos en la búsqueda de oficiales y medios oficiales electricistas, para llevar adelante, trabajos puntuales. remuneración acorde referencias com ...",2018-11-24 01:28:53
"COCINERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," Rotisero Centrico lunes a sabado",2018-11-24 01:28:53
"BRUSHINISTA","","Auxiliar","Servicios - Oficios","Hace 2 semanas "," Con experiencia en salón, sepa manos y pies para fines de semana.",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 2 semanas "," con libreta profesional de Montevideo.",2018-11-24 01:28:53
"SERENO","","Auxiliar","Seguridad - Vigilancia","Hace 2 semanas "," Retirado militar o policical para las Piedras",2018-11-24 01:28:53
"PERSONA PARA RESIDENCIAL","","Supervisor / Encargado","Ventas - Comercial","Hace 2 semanas "," RESIDENCIAL a insalarse en  Florida (100 km. Mont) solicita  persona idonea para gerencia r y dirigir dicha empresa. Posib ilidad de alojamiento en el ...",2018-11-24 01:28:53
"DICENTE DE FISICA QUIMICA Y MATEMATICAS","C&B INSTITUTE","Profesional","Educación - Recreación - Deportes","Hace 2 semanas ","Dictar clases en instituto y a domicilio de estas materias Dictar clases de fisica quimica y matematicas secundaria",2018-11-24 01:28:53
"SYNGENTA: STRATEGIC SOURCING LEAD","ADVICE","Supervisor / Encargado","Recursos Humanos","Hace 2 semanas ","Requirements: Graduated on Psychology, Administration or any other similar area. At least 8 years of previous experience in Recruitment operations at Share ...",2018-11-24 01:28:53
"SYNGENTA: RECRUITER ADVISOR","ADVICE","Analista","Recursos Humanos","Hace 2 semanas ","Requirements: Graduated on Administration, HR or Psychology.  Previous experience of 4 to 5 years in Recruitment at Shared Service Centers or Multinational ...",2018-11-24 01:28:53
"AYUDANTE DE PIZZERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","  16.30 a 24 hrs $ 18.000 en la mano",2018-11-24 01:28:53
"VENDEDOR","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," VENDEDOR 30 años c/experiencia en el rubro pref de Montevideo",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 2 semanas "," Sin limite de carga Para zafra. Con cargas peligrosas y psicofísico",2018-11-24 01:28:53
"CORTADOR","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," De pizza con conocimiento de parrilla",2018-11-24 01:28:53
"RECEPCIONISTA","","Auxiliar","Administración - Secretariado","Hace 2 semanas "," Para hotel ambos sexos horario nocturno de 23 a 7hrs mayor de 35 años, buen nivel informatico",2018-11-24 01:28:53
"AYUDANTE CONFITERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Colaborar con la elaboración de confiteria y panaderia, limpieza de herramientas y materiales del sector Responsable de las tareas de colaboración en el ar ...",2018-11-24 01:28:53
"GUARDIA MONITORES","","Auxiliar","Seguridad - Vigilancia","Hace 2 semanas ","Guardia de Seguridad Calificada para Vigilancia por Monitores con  Experiencia comprobada. Guardia de Seguridad Calificada para Vigilancia por Monitores .  ...",2018-11-24 01:28:53
"MOZO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," MOZA para Restobar en zona Cordón con experiencia minima 2 años e n Cafeteria, excluyente",2018-11-24 01:28:53
"AYUDANTE DE PARRILLA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," en Pocitos",2018-11-24 01:28:53
"FIAMBRERA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," Para turno de la tarde.",2018-11-24 01:28:53
"AYUDANTE DE COCINA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," Con experiencia para zona Union.",2018-11-24 01:28:53
"VENDEDOR VENDEDORA","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," VENDEDOR/A, nueva empresa internacional de joyería x catalogo,sistema multinivel. Excelentes comisiones., .",2018-11-24 01:28:53
"CHOFER DE TAXI","","Peon","Servicios - Oficios","Hace 2 semanas "," chofer de taxi",2018-11-24 01:28:53
"MARKETING Y PUBLICIDAD","","Auxiliar","Tecnologías de la información","Hace 2 semanas "," Emprendedores",2018-11-24 01:28:53
"PLANCHERO/A","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," planchero/a",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 2 semanas "," De taxi, responsable, trabajador, para coche solo",2018-11-24 01:28:53
"PEON LIMPIADOR","","Peon","Producción","Hace 2 semanas "," Con experiencia en limpieza, para importante confiteria ",2018-11-24 01:28:53
"CUIDADORA","","Auxiliar","Salud","Hace 2 semanas "," Para Residencial en zona Portones Con experiencia ",2018-11-24 01:28:53
"ATENCION A MOSTRADOR","","Auxiliar","Atención al cliente","Hace 2 semanas "," Con conocimiento en sandwichera y rotisería.",2018-11-24 01:28:53
"AYUDANTE DE COCINA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," Para elaboracion horario noctuno con referencias",2018-11-24 01:28:53
"MANICURA","","Técnico / Especialista","Servicios - Oficios","Hace 2 semanas "," Con experiencia  Se valoraá uñas en gel Edad de 18 a 30 años",2018-11-24 01:28:53
"SUPERVISORA DE LIMPIEZA","","Supervisor / Encargado","Servicios - Oficios","Hace 2 semanas "," Con experiencia comprobable en el cargo y libreta de conducri",2018-11-24 01:28:53
"ADMINISTRATIVA/ VENDEDORA","","Auxiliar","Administración - Secretariado","Hace 2 semanas "," part time con manejo de office, internet y con buena actitud Al postularse adjuntar foto",2018-11-24 01:28:53
"SYNGENTA: ORDER TO CASH ANALYST <U+0080>","ADVICE","Analista","Administración - Secretariado","Hace 2 semanas ","Requirements: Advanced student of Accounting or Business Administration.  At least 2 years of experience in similar positions at Shared Services Centers o ...",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 2 semanas "," para taxi",2018-11-24 01:28:53
"DISEÑADORA COREL","","Analista","Arte - Diseño - Comunicación","Hace 2 semanas "," Medio horario para diseño grabados laser, redes sociales Estamos en Solymar",2018-11-24 01:28:53
"DOMÉSTICA","","Auxiliar","Servicios - Oficios","Hace 2 semanas ","  Para familia con 2 hijos jóvenes.  De 30 a 40 años con experiencia.  Con cama para tareas de cocina y limpieza.  Libra medio día entre semana y el ...",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 2 semanas "," Masculino con camioneta  o coche grande con baca para reparto de mercaderias en principio 4 hr ( con tiempo para más horas, )",2018-11-24 01:28:53
"AYUDANTE DE COCINA","Burlesque ","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","AYUDANTE DE COCINA CON O SIN EXPERIENCIA,HORARIO TARDE NOCHE,ZONA POCITOS-BUCEO,BUEN AMBIENTE . AYUDANTE DE COCINA CON O SIN EXPERIENCIA,HORARIO TARDE NOCH ...",2018-11-24 01:28:53
"AUXILIAR DE SERVICIO","","Auxiliar","Salud","Hace 2 semanas ","  femenino con titulo para importante  Institución Médica 25 a 35 años con total disponibilidad horaria excluyente.",2018-11-24 01:28:53
"CAJEROS/AS","","Auxiliar","Cadetería - Cobranzas","Hace 2 semanas "," Para super con disponibilidad horaria",2018-11-24 01:28:53
"DEPILADORA, MANICURA, PIES","Silvia Clavijo","Técnico / Especialista","Servicios - Oficios","Hace 2 semanas ","Depiladora, manicura, pies Depiladora, manicura y estética de pies",2018-11-24 01:28:53
"VENDEDOR CORPORATIVO","MAZARS","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Seleccionamos para reconocida empresa internacional, un vendedor corporativo. El objetivo del cargo consiste en incrementar las ventas de la empresa, para  ...",2018-11-24 01:28:53
"COMERCIAL SENIOR - RUBRO EXPORTACIONES","MAZARS","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Seleccionamos para Agente de Cargas de importante grupo marítimo un Comercial Senior que cuente con experiencia en el área comercial del sector de exportac ...",2018-11-24 01:28:53
"OFICIALES","","Medio Oficial","Servicios - Oficios","Hace 2 semanas "," TAPICEROS, Oficiales y medio oficial con experiencia.",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 2 semanas "," Con experiencia y referencias",2018-11-24 01:28:53
"BRUSHINISTA MANICURA","","Auxiliar","Servicios - Oficios","Hace 2 semanas "," con experiencia. buena presencia.  salon Zoza Carrasco.",2018-11-24 01:28:53
"MAQUINISTA","","Oficial","Producción","Hace 2 semanas ","  (modista) con experiencia en prenda completa ropa de vestir para dama y operaria de mano. l ",2018-11-24 01:28:53
"TALLER A FACON","","Oficial","Producción","Hace 2 semanas "," para pantalones y camisas",2018-11-24 01:28:53
"DOMESTICA","MODIFER  SA","Auxiliar","Servicios - Oficios","Hace 2 semanas ","Toda tarea. Ayuda a nivel domestico en toda tarea.",2018-11-24 01:28:53
"VENDEDORA","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," Para importadora mayorista c/ experiencia en venta al público. Manejo de web y office.",2018-11-24 01:28:53
"PROMOTORAS - VOLANTERAS MIXTO","Promoción","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Todos los sistemas de Promoción con y sin volante PROMOS, VOLANTERAS/OS, EVENTOS inicia ya!! CV con foto. ",2018-11-24 01:28:53
"CAPATAZ","","Supervisor / Encargado","Construcción - Arquitectura","Hace 2 semanas "," CAPATAZ general con locomocion  para obra en Maldonado.",2018-11-24 01:28:53
"DISEÑADOR GRÁFICO","","Analista","Arte - Diseño - Comunicación","Hace 2 semanas "," y redes sociales.",2018-11-24 01:28:53
"VENDEDOR DE REPUESTOS Y AUTOPARTES","Importadora y distribuidora de repuestos y autopartes","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Somos una empresa nueva, que está en pleno proceso de ingreso en el mercado de accesorios de vehículos y tiene planes de desarrollo y crecimiento respaldad ...",2018-11-24 01:28:53
"INGENIERO INDUSTRIAL MECÁNICO","ADVICE","Profesional","Producción","Hace 2 semanas ","Profesionales universitarios de Ingeniería Mecánica. Buen dominio del idioma inglés. Implica radiación excluyente en el departamento. Será responsable de p ...",2018-11-24 01:28:53
"DISTRIBUIDOR  O CORREDOR","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," CORREDOR o Distribuidor para anexar articulos playa y  verano de gran consumo.",2018-11-24 01:28:53
"CORTADOR","","Auxiliar","Servicios - Oficios","Hace 2 semanas "," Para carnicería por temporada zona Cuchilla Alta, buen sueldo con referencias y experiencia llamar.",2018-11-24 01:28:53
"CHOFER PARA TAXI","","Oficial","Servicios - Oficios","Hace 2 semanas "," sin experiencia nocturno. Doy capacitación. Comunicarse",2018-11-24 01:28:53
"AUXILIAR PREPARACION DE PEDIDOS","","Auxiliar","Logística - Distribución","Hace 2 semanas "," AUXILIAR PREPARACION DE PEDIDOS",2018-11-24 01:28:53
"ADMINISTRATIVO/A","","Auxiliar","Administración - Secretariado","Hace 2 semanas "," para servicioautomotriz con conocimiento en ruro automotor /siniestros.",2018-11-24 01:28:53
"ATENCION AL PUBLICO","","Auxiliar","Atención al cliente","Hace 2 semanas "," para Heladeríaen Parque del Plata x temporada, buena presencia, disponibilida horaria",2018-11-24 01:28:53
"ASISTENTE DE MARKETING","","Asistente","Marketing - Publicidad","Hace 2 semanas ","  Comercio mayorista, masculino de  18 a 35 años  Conocimiento en diseño gráfico (excluyente)  ",2018-11-24 01:28:53
"TOP SYSTEMS: DESARROLLADOR JAVA SENIOR","ADVICE","Analista","Tecnologías de la información","Hace 2 semanas ","Desde 1987 generamos soluciones tecnológicas innovadoras, que se constituyen en partes fundamentales del funcionamiento de cada uno de nuestros clientes. E ...",2018-11-24 01:28:53
"MECÁNICO","Importante empresa","Técnico / Especialista","Producción","Hace 2 semanas ","Mantenimiento de flota de camiones semi remolque en empresa de Servicios Carga horaria semanal de 48 horas de lunes a sábado. Trabajo efectivo",2018-11-24 01:28:53
"OPERARIA","","Peon","Producción","Hace 2 semanas ","  con experiencia enestuchado y tareas de mano.  Seguimiento de compras de in sumos. Ingreso y egreso al stock. PC a nivel usuario.",2018-11-24 01:28:53
"VENDEDORA","","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," De ropa para Shopping. De 28 años en adelante, con experiencia en el rubro.",2018-11-24 01:28:53
"PERSONAL PARA MOSTRADOR","","Auxiliar","Servicios - Oficios","Hace 2 semanas "," personal para mostrador de confitería 4 horas.",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 2 semanas "," Con auto de 2007 en adelante 4 puertas",2018-11-24 01:28:53
"CADETE GESTOR","Importante empresa","Auxiliar","Cadetería - Cobranzas","Hace 2 semanas ","Estará a cargo de trámites en entes públicos y privados, haciendo seguimiento de las tareas encomendadas. Realizará tareas administrativas de soporte. La b ...",2018-11-24 01:28:53
"CHAPISTA COMPETENTE NECESITO. ","Taller Reyles","Técnico / Especialista","Servicios - Oficios","Hace 1 semana ","chapista competente necesito chapista competente necesito",2018-11-24 01:28:53
"ADMINISTRATIVO/A - CONTABLE","Importante empresa","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 semana ","Se busca persona responsable, con buena presencia, para incorporación inmediata en régimen part-time.- Lunes a Viernes 6hs - en la tarde Remuneración Líqui ...",2018-11-24 01:28:53
"ESTETICISTA","Importante empresa","Técnico / Especialista","Servicios - Oficios","Hace 1 semana ","Depiladora, manicura y pedicura Desempeñar sus funciones con responsabilidad y excelencia.",2018-11-24 01:28:53
