"empresa","area","n_puestos","jornada","detalles","subareas","requisitos","ID","fecha_pub","puesto","fecha_scraping","h_pub","dia_pub","barrio_ciudad","dpto"
"Dalfenur","Atención al Cliente",1,"Completa","En Más Ventas seleccionamos: Promotor de Afiliaciones para PANDO!  Si tenes un perfil comercial, si te gusta relacionarte, recorrer distintas localidades, barrios y comercios, si te entusiasma el desafío de ofrecerles un servicio que contribuirá con los ingresos de su negocio y estás afín de capacitarte sobre producto y técnicas de venta… ¡Nos encantará conocerte!El Cargo: entre sus principales funciones se encuentran generar contactos para comercializar nuestros productos, captar nuevos clientes a través de la visita a comercios mediante una venta consultiva, contribuyendo en el proceso de aprendizaje del uso de la herramienta. También se deberá asistir a citas asignadas en la zona de trabajo. Requisitos: orientamos nuestra búsqueda a personas entusiastas que deseen incorporarse en un equipo de alto impacto, que cuenten con Bachillerato completo, donde se valorarán cursos de ventas. Ofrecemos: unirse a una empresa en crecimiento, con un salario base acorde a las responsabilidades, así como un interesante plan de remuneración y plan de reconocimiento. Bono por sobre cumplimiento de metas en ventas. Estabilidad laboral y muy buen ambiente laboral.Lugar de trabajo: el desempeño del cargo implica recorrer distintos barrios y localidades del departamento de Canelones. Imprescindible residir en PANDO.Dedicación: De lunes a viernes, 44 horas semanales.","Atención al Cliente / Atención al Cliente
										Comercio – Mercadeo – Ventas / Desarrollo de Negocios
										Comercio – Mercadeo – Ventas / Ejecutivo de Cuentas
										Comercio – Mercadeo – Ventas / Venta de Servicios Financieros
								","
					
						
							
							
							Conocimientos: 
							
								Venta de servicios
										Atención al Cliente
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 20 Hasta 60 Años
						

						
					
					
				","www.buscojobs.com.uy/promotor-de-afiliaciones-para-pando-ID-170926",2019-07-22,"Promotor de Afiliaciones para Pando",2019-08-08 01:48:07,"01:48:07","lunes","pando","canelones"
"Dalfenur","Atención al Cliente",1,"Completa","En Más Ventas - Dalfenur seleccionamos: Promotor de Afiliaciones en el departamento de Río Negro para la ciudad de Fray Bentos!  El Cargo: entre sus principales funciones se encuentran generar contactos para comercializar nuestros productos, captar nuevos clientes a través de la visita a comercios mediante una venta consultiva, contribuyendo en el proceso de aprendizaje del uso de la herramienta. También se deberá asistir a citas asignadas en la zona de trabajo. Requisitos: orientamos nuestra búsqueda a personas entusiastas que deseen incorporarse en un equipo de alto impacto, que cuenten con Bachillerato completo, donde se valorarán cursos de ventas. Ofrecemos: unirse a una empresa en crecimiento, con un salario acorde a las responsabilidades con importantes desafíos a cumplir, así como un interesante plan de remuneración y plan de reconocimiento. Bono por sobre cumplimiento de metas en ventas. Estabilidad laboral y muy buen ambiente laboral.Lugar de trabajo: el desempeño del cargo implica recorrer distintos barrios y localidades del departamento de Río Negro.Dedicación: De lunes a viernes, 44 horas semanales.","Atención al Cliente / Atención al Cliente
										Comercio – Mercadeo – Ventas / Comercial / Ventas
										Comercio – Mercadeo – Ventas / Venta de Servicios
								","
					
						
							
							
							Conocimientos: 
							
								Venta de servicios
										Atención al Cliente
										Atención de Postventa
								Estudio Mínimo Necesario: Ciclo Básico Completo
							Edad: Desde 20 Hasta 65 Años
						

						
					
					
				","www.buscojobs.com.uy/promotor-de-afiliaciones-rio-negro-ID-170941",2019-07-23,"Promotor de Afiliaciones Rio Negro",2019-08-08 01:48:07,"01:48:07","martes","fray bentos","rio negro"
"(Confidencial)","Comercial / Ventas",NA,"Completa","Empresa de Servicios y Recursos Humanos selecciona para uno de sus importantes clientes: Promotor de Ventas para Pando y Barros Blancos,Desafíos:-	Desarrollo comercial de los diferentes servicios de la Empresa garantizando la expansión de los mismos en la zona.Requisitos:–	Residir en la zona de Pando, Barros Blancos o zonas próximas.–	Experiencia en ventas presenciales de servicios y/o productos intangibles mayor a 2 años (EXCLUYENTE)–	Marcado perfil comercial, capacidad de negociación, comunicación fluida y buen relacionamiento interpersonal.–	Compromiso con los objetivos y proactividad–	Locomoción propia (EXCLUYENTE)Se ofrece:–	Sueldo base más interesantes comisiones vinculadas a resultados.–	Excelente clima laboral–	Integrar equipos dinámicos y en proyección de crecimiento.Si crees que esta oportunidad es para vos no dejes de enviarnos tu CV con foto actualizado.","Comercio – Mercadeo – Ventas / Comercial / Ventas
										Comercio – Mercadeo – Ventas / Venta de Servicios
										Marketing – Publicidad / Marketing
								","
					
						
							
							
							Conocimientos: 
							
								Análisis comercial
										Marketing al consumidor
										Marketing directo
										Venta de servicios
								Estudio Mínimo Necesario: Secundaria Completa
						

						
					
					
				","www.buscojobs.com.uy/promotor-de-ventas-pando-yo-barros-blancos-ID-170606",2019-07-09,"Promotor de Ventas Pando y/o Barros Blancos",2019-08-08 01:48:07,"01:48:07","martes","pando","canelones"
"LA BANCA","Atención al Cliente",NA,"Completa","En La Banca estamos buscando Promotor de Red de Ventas. Buscamos candidatos/as que posean bachillerato completo (excluyente), valoramos formación en Marketing y manejo de Excel. Se requiere por lo menos un año de experiencia en tareas de Atención al Cliente y/o Merchandiser. El/la ocupante del cargo oficiará como referente de la Red de Ventas, atendiendo las solicitudes e inquietudes que los clientes transmitan. Pasará el 90% del tiempo visitando locales para asesorar y relevar las necesidades de los mismos, entregar materiales y merchandising y evaluar la adecuación y respeto por la identidad corporativa, así como también brindará apoyo administrativo al área.Te ofrecemos la posibilidad de integrarte a una empresa con gran trayectoria en el mercado la cual te brindará posibilidades de crecimiento, capacitación y un excelente ambiente laboral.","Atención al Cliente / Atención al Cliente
										Comercio – Mercadeo – Ventas / Merchandiser
										Marketing – Publicidad / Marketing
								","
					
						
							
							
							Conocimientos: 
							
								Atención al Cliente
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 20 Hasta 35 Años
						

						
					
					
				","www.buscojobs.com.uy/promotora-atencion-al-cliente-trabajo-en-calle-ID-171486",2019-08-07,"Promotor/a - Atención al Cliente (trabajo en calle)",2019-08-08 01:48:07,"12:48:07","miercoles","montevideo","montevideo"
"Alcance","Venta de Servicios",NA,"Completa","En los 23 años transcurridos hemos crecido en nuestro negocio en forma sólida y constante, sin perder la calidad y calidez que nos caracteriza en la entrega de nuestros servicios. En Alcance te espera un grupo humano con vocación de servicio, compromiso, transparencia, un espacio para desarrollarte profesionalmente y poner a prueba tu potencial. Podes llevar adelante nuevas iniciativas para los más de 50.000 socios que confían en nosotros. Si cumplís con las condiciones que se detallan a continuación te garantizamos:•	una propuesta que incluye sueldo base, comisiones, viáticos y premios•	y en los primeros cuatro meses un sueldo asegurado de $28.000 líquidosCondiciones:•	personas con experiencia específica en nuestro rubro (Servicio de Compañía)•	esta experiencia no debe haber transcurrido en un plazo mayor de 18 meses •	con buenas habilidades de venta y negociaciónTenemos un lugar para ti!","Comercio – Mercadeo – Ventas / Venta de Servicios
								","
					
						
							
							
							Conocimientos: 
							
								Venta de servicios
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 30 Hasta 50 Años
						

						
					
					
				","www.buscojobs.com.uy/promotora-vendedora-servicio-de-compania-ID-171262",2019-08-01,"Promotor/a - Vendedor/a Servicio de Compañía",2019-08-08 01:48:07,"01:48:07","jueves","montevideo","montevideo"
"Global Exchange","Venta de Servicios",3,"Completa","Promotores para Aeropuerto de Carrasco.Buscamos sumar promotores a nuestro equipo.Turno matutino de 06 a 14.Turno tade de 14 a 22.Turno combinado dos días de 06 a 14 y dos días de 14 a 22.El régimen de descanso es rotativo, dos días libres cada cuatro de trabajo.La personas deberá contar con vocación por la excelencia en atención al cliente, gusto por el trato con el público, capacidad de convencimiento, actitud positiva y ser muy activo/a.Se encargará de captar a los clientes y trabajará alineado a la consecución de los objetivos de su turno.“¿Eres una persona proactiva a quien le gusta hacer las cosas bien a la primera?¿Sientes verdadera obsesión por un excelente trato al cliente?¿Hablas inglés, u otros idiomas?¿Quieres trabajar en una empresa que apueste por tu desarrollo y te ayude a llegar muy lejos?Si has contestado con un SÍ en todas ellas, entonces te buscamos a TI. Seleccionamos a los mejores profesionales en el sector de cambio de moneda, buscamos personas con iniciativa, rigurosas en su trabajo, con pasión por el trato al cliente y por ofrecerle los productos y servicios que más se ajusten a sus necesidades.¿Quiénes somos?Somos una multinacional con más de 21 años de experiencia. Desde nuestra creación no hemos parado de crecer hasta convertirnos en la tercera empresa más importante del sector de cambio de moneda. Nos apasiona lo que hacemos y el cliente es el centro de nuestro negocio.¿Qué te ofrecemos?Desarrollar tu carrera en un entorno internacional y con posibilidades reales de desarrollar tu carrera de forma internacional.Formar parte de una empresa en constante crecimiento e innovación, con tecnologías punteras y preocupadas por el desarrollo de nuestro capital humano.La posibilidad de utilizar los idiomas que conozcas de forma continuada.Un ambiente agradable, donde el trabajo en equipo es fundamental.Un trabajo orientado a los resultados y la consecución continúa de objetivos.¿Cómo será tu día a día como Promotor con nosotros?Asesoramiento directo y personalizado al Cliente","Comercio – Mercadeo – Ventas / Venta de Servicios
										Marketing – Publicidad / Promociones
								","
					
						
							
							
							Conocimientos: 
							
								Promociones
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: 18 Años
						

						
					
					
				","www.buscojobs.com.uy/promotoraes-ID-170999",2019-07-24,"PROMOTORA/ES",2019-08-08 01:48:07,"01:48:07","miercoles","aeropuerto","canelones"
"(Confidencial)","Comercial / Ventas",NA,"Completa","Pensamos en una  persona con alta motivación para el área comercial, desarrollando una  actitud proactiva en la identificación y captación de   potenciales clientes ( comercios de rubros diversos,  supermercados, empresas ) a fin de promocionar y vender nuestros productos,. Utilizará  diferentes estrategias de contacto   extendiendo su acción tanto en Montevideo como en el interior del país.  Debe contar con muy buena capacidad de comunicación, relacionamiento y dinamismo.Se trata de una empresa de larga y afianzada trayectoria en plaza con alcance a todo el país.","Comercio – Mercadeo – Ventas / Comercial / Ventas
										Comercio – Mercadeo – Ventas / Desarrollo de Negocios
								","
					
						
							
							
							Conocimientos: 
							
								Promociones
										Venta a Empresas
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 25 Hasta 45 Años
						

						
					
					
				","www.buscojobs.com.uy/prospector-de-ventas-vendedor-ID-170680",2019-07-09,"PROSPECTOR DE VENTAS / VENDEDOR",2019-08-08 01:48:07,"01:48:07","martes","montevideo","montevideo"
"(Confidencial)","Medicina",NA,"Indiferente","Se busca psicólogo y psiquiatra para ingresar en importante empresa del Estado.A continuación se detallan los requerimientos para ambos perfiles.Psiquiatra: • Título de Médico en Psiquiatría• Cursos de especialización en medicina laboral• Otros Cursos de especialización• Experiencia en el ejercicio de su profesión en los últimos dos años, preferentemente en juntas médicas o pericias.Psicólogo:• Título de Licenciado en Psicología• Cursos de especialización en Psicología laboral• Otros Cursos de especialización• Experiencia en el ejercicio de su profesión en los últimos dos años, preferentemente en juntas médicas o pericias.Algunas tareas a realizar son las siguientes: * Dictamen y diagnóstico respecto a la Habilitación psíquica para el cumplimiento de las tareas del cargo que desempeña el empleado* Integración de Juntas Médicas para dictamen y diagnóstico psíquico sobre la situación funcional de los trabajadores* Seguimiento de empleados con licencias médicas prolongadas de orden psíquico y/o psicofísicas* Seguimiento de accidentados* Tareas de promoción de salud y prevención de enfermedadesJornada laboral de 6 hrs, de lunes a viernes.Adjuntar CV e incluir aspiraciones salariales.","Salud / Medicina
										Salud / Registros Clínicos
										Especializaciones / Psicología
								","
					
						
							
							
							Conocimientos: 
							
								Medicina
										Psicología
										Psiquiatría
								Estudio Mínimo Necesario: Terciario Completo
						

						
					
					
				","www.buscojobs.com.uy/psicologo-o-psiquiatra-ID-171410",2019-08-06,"Psicólogo o Psiquiatra",2019-08-08 01:48:07,"01:48:07","martes","montevideo","montevideo"
"Randstad Uruguay ","Selección de Personal",1,"Completa","Para nuestro importante cliente seleccionamos: Psicólogo/a con experiencia igual o mayor a un año en tareas de atracción de talento, para seleccionar tanto perfiles operativos como profesionales.Son requisitos excluyentes:- ser psicólogo recibido- contar con experiencia en consultoras de gran porte o empresas de retail.Horario: 9 a 18","Recursos Humanos / Selección de Personal
										Especializaciones / Psicología
								","
					
						
							
							
							Conocimientos: 
							
								Psicología
								Estudio Mínimo Necesario: Terciario Completo
						

						
					
					
				","www.buscojobs.com.uy/psicologo-para-recruiting-ID-170582",2019-07-09,"Psicólogo para Recruiting",2019-08-08 01:48:07,"01:48:07","martes","montevideo","montevideo"
"Oracle uy","Testing de Sistemas",2,"Completa","We are looking for software engineers in test, passionate about tools and technologies used for automation development, a person responsible of analyzing and applying best automated test approaches in order to make the team continuously aware of the application quality status.As a Test Engineer at Oracle, you will be a key member among all our software development process, collaborating with the rest of the team to ensure the product quality as much as possible.Requirements:•English: •Proactive and independent in tasks execution.•Good understanding and knowledge of testing process methods and concepts.•Critical thinking to evaluate ideas, make deductions and link the observed things with the quality criteria of the company.•Skills for teamwork, in order to interact with peers: developers, product owners, technical writers and UXs and get the maximum benefit of this interaction.•JavaScript libraries knowledge (Underscore, JQuery).•Experience with WebDriver IO, Appium and Jasmine.Responsibilities:•Support of current automation framework.•Research, analyzed and make suggestions of new tools that may allow us to improve the automation framework.•Responsible of keeping Continuous Integration up and running with high availability, giving feedback to the team on a daily basis.•Be aware of automation coverage and identify which tests need to be implemented in order to increase this coverage to a minimum of acceptance.•Create documentation and keep it up to date.•Submit issue reports into issue tracking tools.","Tecnologías de la Información / Testing de Sistemas
								","
					
						
							
							
							Conocimientos: 
							
								JavaScript
										jQuery
								Idiomas: 
							
							Inglés
							Estudio Mínimo Necesario: Terciario Incompleto
						

						
					
					
				","www.buscojobs.com.uy/qa-analyst-ID-170688",2019-07-09,"QA Analyst",2019-08-08 01:48:07,"01:48:07","martes","punta gorda","montevideo"
"Abitab","Administración de Base de datos",1,"Completa","Seleccionamos Tester para incorporar a nuestra área de tecnologia:Las principales tareas serán:* Testear modulos y nuevos sistemas.* Realizar control de calidad segun pautas establecidas.* Gestionar mejoras e informar errores del sistema.Los requisitos para postularse son:* Estudios terciarios avanzados o finalizados en Sistemas de información.* Experiencia minima de 1 año en testing y/o calidad de software.* Experiencia de trabajo SQL.Ofrecemos la posibilidad de incorporarse a una empresa líder en el mercado, estabilidad laboral y ambiente agradable de trabajo.","Tecnologías de la Información / Administración de Base de datos
										Tecnologías de la Información / Análisis de Sistemas
										Tecnologías de la Información / Programación
										Tecnologías de la Información / Testing de Sistemas
										Tecnologías de la Información / Desarrollo
								","
					
						
							
							
							Conocimientos: 
							
								Test Unitario - IT
										SQL
								Estudio Mínimo Necesario: Terciario Incompleto
							Edad: Desde 18 Hasta 65 Años
						

						
					
					
				","www.buscojobs.com.uy/qa-tester-ID-170659",2019-07-09,"QA Tester",2019-08-08 01:48:07,"01:48:07","martes","montevideo","montevideo"
"Randstad Uruguay ","Calidad",NA,"Completa","Para importante industria multinacional química ubicada en zona Colón.Buscamos estudiantes avanzados o recientemente egresados de las carreras Ingeniería Química o carreras afines, con conocimientos intermedios en idioma inglés.La persona deberá tener disponibilidad para trabajar jornada completa.Sus responsabilidades serán realizar trabajo de campo en planta,siendo muy analítico y resolutivo.Se ofrece la oportunidad de integrarse a una empresa de gran porte con atractivos beneficios internos.","Industria – Producción / Calidad
										Industria – Producción / Industria Química
								","
					
						
							
							
							Conocimientos: 
							
								Ingeniería Química 
										Química
								Estudio Mínimo Necesario: Terciario Incompleto
						

						
					
					
				","www.buscojobs.com.uy/quimico-jr-ID-170919",2019-07-22,"Químico Jr.",2019-08-08 01:48:07,"01:48:07","lunes","montevideo","montevideo"
"Rentline","Dirección / Gerencia de Establecimientos",1,"Completa","Somos Rentline, brindamos servicios de alquiler temporario de apartamentos, estamos buscando a una persona confiable, organizada, detallista, resolutiva y proactiva con marcada vocación de servicio para el cargo de Recepción y Organización. La persona seleccionada podrá ingresar a un buen ambiente laboral con grandes posibilidades de crecimiento.Esta deberá contar con manejo de inglés y portugués, muy buena presencia, simpatía, ganas de trabajar en grupo y disposición.","Turismo – Hotelería – Gastronomía / Dirección / Gerencia de Establecimientos
										Turismo – Hotelería – Gastronomía / Turismo
										Turismo – Hotelería – Gastronomía / Supervisión de Personal
										Turismo – Hotelería – Gastronomía / Recepción y Registro
										Turismo – Hotelería – Gastronomía / Atención al Viajero
										Turismo – Hotelería – Gastronomía / Reservas
								","
					
						
							
							
							Conocimientos: 
							
								Atención al Cliente
										Atención de Postventa
										Organización y Métodos
										Venta a Empresas
										Turismo
										Atención al Viajero
								Idiomas: 
							
							Inglés
								Portugués
							Estudio Mínimo Necesario: Terciario Completo
							Edad: Desde 28 Hasta 43 Años
									Sexo: Femenino
						

						
					
					
				","www.buscojobs.com.uy/recepcion-y-organizacion-ID-170822",2019-07-17,"Recepción y Organización",2019-08-08 01:48:07,"01:48:07","miercoles","montevideo","montevideo"
"(Confidencial)","Auxiliar Administrativo",1,"Completa","Se orienta la búsqueda a Recepcionista, con buena capacidad de relacionamiento interpersonal, muy buena presencia, proactiva y con una buena capacidad de planificación y organización. Se requiere contar con buenos conocimientos de herramientas office y experiencia en atención al público. Será responsable de brindar atención a los socios, de recibir llamadas telefónicas y realizar diversas tareas administrativas.","Administración – Secretariado / Auxiliar Administrativo
										Atención al Cliente / Recepción
										Atención al Cliente / Telefonísta
										Turismo – Hotelería – Gastronomía / Recepción y Registro
										Turismo – Hotelería – Gastronomía / Atención al Viajero
										Atención al Cliente / Caja
								","
					
						
							
							
							Conocimientos: 
							
								Atención Telefónica y/o Recepción
										Recepción y registro
										Sistema operativo Windows
										Relaciones públicas
										Administración
								Estudio Mínimo Necesario: Secundaria Completa
									Sexo: Femenino
						

						
					
					
				","www.buscojobs.com.uy/recepcionista-ID-170618",2019-07-09,"Recepcionista",2019-08-08 01:48:07,"01:48:07","martes","montevideo","montevideo"
"(Confidencial)","Auxiliar Administrativo",1,"Completa","Será responsable por la atención presencial y telefónica de clientes y proveedores que se presenten en el laboratorio, derivando a quien corresponda. Recibirá correos electrónicos y fax; también será responsable por la distribución de correspondencia. Brindará soporte en diversas tareas administrativas que le sean solicitadas y que se encuentran vinculadas con la posición.  Conocimientos técnicos •Secundaria completa (excluyente) •Experiencia laboral en posiciones de atención de clientes (valorado) •Herramientas informáticas (MS Office) •Se valorará  contar con conocimientos intermedios del idioma inglés. Competencias personales: Organización, Flexibilidad, Atención al cliente, Comunicación    Relacionamiento interpersonal","Administración – Secretariado / Auxiliar Administrativo
										Salud / Bioquímica
										Teletrabajo – Call Center / Call Center
								","
					
						
							
							
							Conocimientos: 
							
								Secretariado
										Atención al Cliente
										Administración Pública
								Idiomas: 
							
							Inglés
							Estudio Mínimo Necesario: Terciario Incompleto
							Edad: Desde 21 Hasta 40 Años
									Sexo: Femenino
						

						
					
					
				","www.buscojobs.com.uy/recepcionista-ID-171231",2019-08-02,"Recepcionista",2019-08-08 01:48:07,"01:48:07","viernes","montevideo","montevideo"
"(Confidencial)","Secretaría",1,"Medio turno tarde","Atención telefónica a clientes y proveedores, atiende y prepara sala de reuniones, trámites menores en oficinas y bancos, recibe y distribuye correspondencia, actualiza base de datos, apoyo a la organización en general, compras menores entre otras.","Administración – Secretariado / Secretaría
										Atención al Cliente / Atención al Cliente
								","
					
						
							
							
							Conocimientos: 
							
								Microsoft Office
								Idiomas: 
							
							Inglés
							Estudio Mínimo Necesario: Secundaria Completa
						

						
					
					
				","www.buscojobs.com.uy/recepcionista-ID-171347",2019-08-06,"Recepcionista",2019-08-08 01:48:07,"01:48:07","martes","montevideo","montevideo"
"(Confidencial)","Atención al Cliente",1,"Medio turno tarde","Orientamos nuestra búsqueda a jóvenes con marcada vocación de servicio y gusto por el deporte.Será responsable de atender y canalizar solicitudes de los clientes, realizar reservas de clases,ademas de responder correo electrónicos, cierre y apertura de caja.Valoramos vocación de servicio, buenos vínculos interpersonales y buenas habilidades para comunicarse tanto escrita como verbalmente.Nivel de estudios terciario en ciencias del deporte, no excluyente.Ofrecemos horarios part time de lunes a sábados en horario vespertino por 34 horas semanales; en una empresa en constante crecimiento con posibilidades de desarrollo.","Atención al Cliente / Atención al Cliente
										Atención al Cliente / Recepción
										Atención al Cliente / Telefonísta
										Educación – Docencia / Educación Física
										Turismo – Hotelería – Gastronomía / Recepción y Registro
										Deporte – Tiempo Libre – Recreación / Animadores
										Deporte – Tiempo Libre – Recreación / Terapias No Tradicionales
										Deporte – Tiempo Libre – Recreación / Deportes
										Atención al Cliente / Caja
										Turismo – Hotelería – Gastronomía / Reservas
										Especializaciones / Psicología
								","
					
						
							
							
							Conocimientos: 
							
								Recepción y registro
										Atención al Cliente
								Estudio Mínimo Necesario: Terciario Incompleto
							Edad: Desde 20 Hasta 30 Años
						

						
					
					
				","www.buscojobs.com.uy/recepcionista-ID-171351",2019-08-05,"Recepcionista",2019-08-08 01:48:07,"01:48:07","lunes","montevideo","montevideo"
"Advice","Auxiliar Administrativo",NA,"Completa","Seleccionamos para reconocida organización:Buscamos:Personas con experiencia en tareas administrativas y de atención al público.Se valorará formación en Marketing, Administración y/o Redes Sociales.Se requiere disponibilidad para trabajar de lunes a viernes de 10.30 a 19 hs.Objetivos de la Posición:Atender telefónica y presencialmente a estudiantes y docentes.Realizar control de asistencia a clases, escolaridad y evaluaciones de cada estudiante.Dar seguimiento a la cobranza de las cuotas.Asistir en tareas administrativas a docentes y al equipo directivo del instituto.","Administración – Secretariado / Auxiliar Administrativo
										Administración – Secretariado / Secretaría
								","
					
						
							
							
							Conocimientos: 
							
								Atención Telefónica y/o Recepción
										Administración
								Estudio Mínimo Necesario: Terciario Incompleto
						

						
					
					
				","www.buscojobs.com.uy/recepcionista-administrativa-ID-171073",2019-07-26,"Recepcionista – Administrativa",2019-08-08 01:48:07,"01:48:07","viernes","montevideo","montevideo"
"(Confidencial)","Administración de Empresas",NA,"Completa","Agencia de viajes selecciona Recepcionista administrativa.La búsqueda se orienta a personas con experiencia en tareas administrativas, caja, recepción y atención al público. Conocimientos de ingles no excluyente. Tareas a realizar:Caja, arqueos diariosRecepción y atención telefónicaTareas administrativas variasHorario: lunes a viernes de 9.30 a 18.30 / sábados 9.30 a 13hs.Zona: CarrascoInteresados enviar cv con foto y aspiraciones salariales.Ingreso inmediato.","Administración – Secretariado / Administración de Empresas
										Administración – Secretariado / Administración Contable y Financiera
										Turismo – Hotelería – Gastronomía / Turismo
										Turismo – Hotelería – Gastronomía / Agencia de Viajes
										Turismo – Hotelería – Gastronomía / Recepción y Registro
										Turismo – Hotelería – Gastronomía / Atención al Viajero
								","
					
						
							
							
							Conocimientos: 
							
								Atención Telefónica y/o Recepción
										Auxiliar Administrativo
										Recepción y registro
										Administración
										Auxiliar Contable
								Estudio Mínimo Necesario: Terciario Incompleto
						

						
					
					
				","www.buscojobs.com.uy/recepcionista-administrativa-ID-171189",2019-07-30,"Recepcionista - administrativa",2019-08-08 01:48:07,"01:48:07","martes","montevideo","montevideo"
"(Confidencial)","Auxiliar Administrativo",2,"Completa","Empresa Metalúrgica especializada en Ventilación Industrial solicita 1 puesto de Recepcionista-Telefonista y 1 un puesto de Administrativa.Nos orientamos a personas de sexo femenino con muy buena presencia, con excelente orientación al cliente, buen nivel de comunicación y relacionamiento interpersonal valorándose la capacidad para trabajar en equipo.Enviar CV (aclarando el puesto al que se postulan) completo al email:     rrhh.sch(arroba)gmail.com ACLARANDO A QUE PROPUESTA SE PRESENTAN.Son requisitos excluyentes:Para Recepcionista-Telefonista- Bachillerato completo.- Excelente manejo de herramientas informáticas.- Experiencia mínima de un año en tareas de atención al público y manejo de centrales telefónicas.- Atención al público en forma telefónica y personal.- Gestión administrativa para el Departamento de Administración y Finanzas.- Conocimientos avanzados de inglés a nivel oral.Para Administrativa- Bachillerato completo.- Cursando facultad de CCEE o con cursos relacionados finalizados.- Excelente manejo de herramientas informáticas.- Experiencia mínima de un año en tareas de atención a Proveedores.- Atención al público en forma telefónica y personal.- Experiencia en tareas administrativas y contables.- Manejo de valores, caja chica y cheques.- Conocimientos basicos de inglés a nivel oral.La propuesta:La oportunidad de trabajar en una empresa en pleno crecimiento, en un muy buen ambiente laboral, con un horario de 08:15 a 17:00 horas de Lunes a Viernes, con un sueldo acorde a las tareas.","Administración – Secretariado / Auxiliar Administrativo
										Administración – Secretariado / Administración Contable y Financiera
										Atención al Cliente / Atención al Cliente
										Atención al Cliente / Recepción
										Atención al Cliente / Telefonísta
								","
					
						
							
							
							Conocimientos: 
							
								Atención Telefónica y/o Recepción
										Auxiliar Administrativo
										Atención al Cliente
										Auxiliar Contable
								Idiomas: 
							
							Inglés
							Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 25 Hasta 40 Años
									Sexo: Femenino
						

						
					
					
				","www.buscojobs.com.uy/recepcionista-con-tareas-administrativas-ID-171159",2019-07-30,"Recepcionista con tareas administrativas",2019-08-08 01:48:07,"01:48:07","martes","marooas","montevideo"
"(Confidencial)","Auxiliar Administrativo",1,"Completa","Recepcioniasta, administrativa/o para empresa de limpieza. Atención al cliente, buena presencia, disposición y ganas de aprender. Es fundamental contar con conocimientos de PC, operador Windows y paquete office.","Administración – Secretariado / Auxiliar Administrativo
										Administración – Secretariado / Secretaría
										Atención al Cliente / Atención al Cliente
										Atención al Cliente / Recepción
										Atención al Cliente / Telefonísta
										Atención al Cliente / Caja
								","
					
						
							
							
							Conocimientos: 
							
								Atención Telefónica y/o Recepción
										Caja y/o Facturación
										Secretariado
										Atención al Cliente
										Administración
										Microsoft Office
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 20 Hasta 40 Años
						

						
					
					
				","www.buscojobs.com.uy/recepcionista-para-lavadero-ID-171455",2019-08-07,"Recepcionista para lavadero",2019-08-08 01:48:07,"01:48:07","miercoles","montevideo","montevideo"
"(Confidencial)","Atención al Cliente",1,"Completa","Recepcionista para peluquería para desempeñar las siguientes labores:- Recepción de clientes- Atención telefónica- Manejo del  Whatsapp, Facebook e Instagram de la empresa- Facturación y cobro","Atención al Cliente / Atención al Cliente
										Atención al Cliente / Recepción
										Atención al Cliente / Telefonísta
										Oficios – Servicios Varios / Peluquería
								","
					
						
							
							
							Conocimientos: 
							
								Atención Telefónica y/o Recepción
										Recepción y registro
										Peluquería
										Redes Sociales
								Estudio Mínimo Necesario: Ciclo Básico Completo
							Edad: Desde 21 Hasta 35 Años
									Sexo: Femenino
						

						
					
					
				","www.buscojobs.com.uy/recepcionista-para-peluqueria-ID-171356",2019-08-03,"Recepcionista para peluquería",2019-08-08 01:48:07,"01:48:07","sabado","montevideo","montevideo"
"(Confidencial)","Recepción y Registro",NA,"Medio turno tarde","Seleccionamos Recepcionista para importante restaurante ubicado en Punta Carretas Como tareas principales serán la atención en el local y así como la organización en el mismo. Días de trabajo: sábados y domingos 4 horas por días.","Turismo – Hotelería – Gastronomía / Recepción y Registro
								","
					
						
							
							
							Conocimientos: 
							
								Recepción y registro
								Estudio Mínimo Necesario: Ciclo Básico Incompleto
							Edad: Desde 20 Hasta 30 Años
									Sexo: Femenino
						

						
					
					
				","www.buscojobs.com.uy/recepcionista-para-restaurante-ID-171267",2019-08-01,"Recepcionista para restaurante",2019-08-08 01:48:07,"01:48:07","jueves","montevideo","montevideo"
